股票代码,报告期,净资产收益率,净利润,营业总收入同比增长率,净利润同比增长率
600660,2002-12-31,28.4,1.84亿,19.83,21.12
600660,2003-06-30,18.98,1.41亿,61.11,71.36
600660,2003-12-31,30.9,3.21亿,54.17,74.17
600660,2004-06-30,12.4,1.99亿,44.1,41.19
600660,2004-12-31,23.5,3.95亿,35.29,22.93
600660,2005-06-30,10.8,2.06亿,15.29,3.48
600660,2005-12-31,19.5,3.92亿,24.13,0.72
600660,2006-06-30,12.2,2.95亿,38.74,43.12
600660,2006-12-31,24.1,6.14亿,35.16,56.73
600660,2007-06-30,14.35,4.17亿,31.5,41.05
600660,2007-12-31,28.7,9.17亿,31.29,49.39
600660,2008-06-30,12.59,4.40亿,27.49,5.66
600660,2008-09-30,0.0,6.09亿,20.8,7.27
600660,2008-12-31,7.52,2.46亿,10.67,73.17
600660,2009-03-31,0.0,1.03亿,20.76,45.7
600660,2009-06-30,6.55,2.21亿,12.12,49.75
600660,2009-09-30,0.0,6.18亿,6.42,1.39
600660,2009-12-31,29.2,11.17亿,6.34,353.96
600660,2010-03-31,9.07,4.17亿,65.47,302.58
600660,2010-06-30,18.17,8.77亿,52.68,296.13
600660,2010-09-30,27.38,13.19亿,46.71,113.55
600660,2010-12-31,35.58,17.88亿,39.92,60.05
600660,2011-03-31,6.69,4.05亿,27.28,2.85
600660,2011-06-30,14.1,8.00亿,19.79,8.74
600660,2011-09-30,20.61,11.67亿,16.8,11.53
600660,2011-12-31,26.34,15.13亿,13.89,15.39
600660,2012-03-31,5.49,3.52亿,1.2,13.01
600660,2012-06-30,11.42,7.38亿,4.65,7.7
600660,2012-09-30,17.93,11.57亿,6.27,0.85
600660,2012-12-31,23.13,15.25亿,5.76,0.8
600660,2013-03-31,5.47,3.92亿,15.19,11.33
600660,2013-06-30,11.66,8.43亿,13.77,14.13
600660,2013-09-30,18.58,13.37亿,11.86,15.48
600660,2013-12-31,26.1,19.18亿,12.24,25.76
600660,2014-03-31,5.85,4.72亿,11.64,20.51
600660,2014-06-30,13.32,10.48亿,11.46,24.36
600660,2014-09-30,19.8,15.76亿,10.87,17.95
600660,2014-12-31,27.07,22.20亿,12.41,15.76
600660,2015-03-31,6.38,5.79亿,11.05,22.67
600660,2015-06-30,10.33,12.16亿,6.64,16.0
600660,2015-09-30,14.25,18.49亿,3.6,17.27
600660,2015-12-31,18.88,26.05亿,4.99,17.37
600660,2016-03-31,3.49,5.83亿,10.65,0.64
600660,2016-06-30,8.66,14.57亿,15.07,19.85
600660,2016-09-30,13.06,21.75亿,19.55,17.67
600660,2016-12-31,18.62,31.44亿,22.45,20.68
600660,2017-03-31,3.77,6.93亿,17.68,18.83
600660,2017-06-30,7.66,13.86亿,14.89,4.85
600660,2017-09-30,11.87,21.44亿,15.61,1.46
600660,2017-12-31,17.16,31.49亿,12.6,0.14
600660,2018-03-31,2.92,5.63亿,13.11,18.8
600660,2018-06-30,9.52,18.69亿,15.74,34.8
600660,2018-09-30,16.48,32.62亿,12.88,52.18
600660,2018-12-31,20.81,41.20亿,8.08,30.86
600660,2019-03-31,2.96,6.06亿,3.91,7.72
600660,2019-06-30,7.3,15.06亿,2.0,19.43
600660,2019-09-30,11.43,23.47亿,3.38,28.07
600660,2019-12-31,14.11,28.98亿,4.35,29.66
600660,2020-03-31,2.13,4.60亿,15.47,24.11
600660,2020-06-30,4.41,9.64亿,21.06,35.97
600660,2020-09-30,7.97,17.23亿,11.88,26.58
600660,2020-12-31,12.06,26.01亿,5.67,10.27
600660,2021-03-31,3.88,8.55亿,36.82,85.94
600660,2021-06-30,7.67,17.69亿,42.14,83.54
600660,2021-09-30,10.89,25.96亿,24.51,50.66
600660,2021-12-31,12.96,31.46亿,18.57,20.97
600660,2022-03-31,3.26,8.71亿,14.75,1.86
600660,2022-06-30,8.95,23.82亿,11.79,34.63
600660,2022-09-30,14.55,39.01亿,19.16,50.28
600660,2022-12-31,17.65,47.56亿,19.05,51.16
600660,2023-03-31,3.1,9.15亿,7.71,4.97
600660,2023-06-30,9.67,28.36亿,16.49,19.07
600660,2023-09-30,14.05,41.26亿,16.56,5.77
600660,2023-12-31,18.97,56.29亿,18.02,18.37
600660,2024-03-31,4.32,13.88亿,25.29,51.76
600660,2024-06-30,10.9,34.99亿,22.01,23.35
600660,2024-09-30,17.0,54.79亿,18.84,32.79
600660,2024-12-31,22.72,74.98亿,18.37,33.2
600660,2025-03-31,5.53,20.30亿,12.16,46.25
600660,2025-06-30,13.18,48.05亿,16.95,37.33
600660,2025-09-30,19.35,70.64亿,17.62,28.93
600660,2025-12-31,25.56,93.12亿,16.65,24.2
601898,2007-12-31,17.97,57.87亿,29.9,113.0
601898,2008-06-30,7.9,35.48亿,57.17,55.74
601898,2008-09-30,0.0,57.37亿,54.23,35.2
601898,2008-12-31,11.97,56.06亿,42.82,3.12
601898,2009-03-31,0.0,13.91亿,9.05,27.93
601898,2009-06-30,0.0,35.25亿,11.8,0.64
601898,2009-09-30,0.0,49.34亿,6.5,14.0
601898,2009-12-31,10.03,66.22亿,2.77,18.12
601898,2010-03-31,2.86,19.84亿,55.12,42.7
601898,2010-06-30,6.36,44.56亿,54.95,26.4
601898,2010-09-30,8.56,60.65亿,37.44,22.92
601898,2010-12-31,9.74,69.09亿,32.64,4.33
601898,2011-03-31,3.07,23.00亿,34.12,15.92
601898,2011-06-30,6.62,49.74亿,19.35,11.63
601898,2011-09-30,9.96,76.38亿,26.12,25.93
601898,2011-12-31,12.29,96.67亿,24.7,39.92
601898,2012-03-31,3.18,26.62亿,4.83,15.72
601898,2012-06-30,5.79,48.44亿,5.36,2.6
601898,2012-09-30,8.21,69.47亿,3.83,9.05
601898,2012-12-31,11.01,92.81亿,3.93,3.99
601898,2013-03-31,1.9,16.55亿,9.45,37.82
601898,2013-06-30,3.18,27.42亿,11.64,43.41
601898,2013-09-30,3.67,31.82亿,8.38,54.19
601898,2013-12-31,4.13,35.76亿,5.7,61.48
601898,2014-03-31,0.61,5.38亿,16.23,67.49
601898,2014-06-30,0.79,6.86亿,12.29,74.97
601898,2014-09-30,0.76,6.59亿,12.63,79.28
601898,2014-12-31,0.88,7.67亿,14.16,78.56
601898,2015-03-31,0.02,1513.90万,22.44,97.19
601898,2015-06-30,1.12,-9.65亿,16.05,240.64
601898,2015-09-30,1.94,-16.66亿,13.83,352.78
601898,2015-12-31,2.97,-25.20亿,16.12,428.7
601898,2016-06-30,0.74,6.16亿,11.58,163.86
601898,2016-09-30,1.07,8.94亿,7.55,153.63
601898,2016-12-31,2.4,20.28亿,2.3,180.46
601898,2017-06-30,1.95,16.45亿,41.08,166.91
601898,2017-09-30,2.79,23.32亿,44.12,160.94
601898,2017-12-31,2.76,22.92亿,33.73,13.03
601898,2018-03-31,1.57,13.92亿,44.22,18.85
601898,2018-06-30,3.08,27.09亿,34.5,64.68
601898,2018-09-30,4.55,40.64亿,28.61,74.27
601898,2018-12-31,3.78,33.52亿,27.76,46.28
601898,2019-03-31,1.66,15.41亿,13.86,10.73
601898,2019-06-30,4.05,37.89亿,21.29,39.83
601898,2019-09-30,6.07,57.62亿,22.17,41.78
601898,2019-12-31,5.93,56.29亿,24.15,67.9
601898,2020-03-31,0.66,6.48亿,6.9,57.92
601898,2020-06-30,2.35,23.10亿,0.57,39.04
601898,2020-09-30,4.22,41.54亿,6.35,27.9
601898,2020-12-31,5.94,59.07亿,8.99,4.95
601898,2021-03-31,3.41,35.17亿,61.49,442.31
601898,2021-06-30,7.23,76.15亿,60.8,229.72
601898,2021-09-30,11.12,119.21亿,61.34,186.94
601898,2021-12-31,12.26,137.39亿,63.96,132.59
601898,2022-03-31,5.76,67.93亿,33.51,93.15
601898,2022-06-30,11.0,133.76亿,15.52,75.65
601898,2022-09-30,15.72,193.28亿,4.64,62.13
601898,2022-12-31,14.88,182.59亿,8.03,32.9
601898,2023-03-31,5.32,71.55亿,4.17,5.34
601898,2023-06-30,8.63,118.35亿,7.36,11.52
601898,2023-09-30,12.17,166.88亿,10.91,13.66
601898,2023-12-31,14.21,195.34亿,12.52,6.98
601898,2024-03-31,3.38,49.70亿,23.27,30.55
601898,2024-06-30,6.55,97.88亿,14.97,17.3
601898,2024-09-30,9.95,146.14亿,10.11,12.43
601898,2024-12-31,13.01,193.23亿,1.85,1.08
601898,2025-03-31,2.58,39.78亿,15.43,19.95
601898,2025-06-30,4.95,77.05亿,19.95,21.28
601898,2025-09-30,8.07,124.85亿,21.24,14.57
600176,2000-12-31,9.63,4542.30万,0.63,62.85
600176,2001-06-30,1.78,859.54万,26.61,14.78
600176,2001-12-31,0.31,467.12万,42.88,89.72
600176,2002-12-31,3.1,1739.16万,19.4,272.32
600176,2003-12-31,13.7,7012.29万,30.86,303.2
600176,2004-06-30,6.82,3922.29万,43.07,17.46
600176,2004-12-31,15.48,9184.61万,34.43,30.98
600176,2005-06-30,9.8,6504.89万,38.17,65.84
600176,2005-12-31,18.07,1.23亿,27.8,34.44
600176,2006-06-30,8.27,6371.94万,21.02,2.04
600176,2006-12-31,17.47,1.40亿,39.39,13.78
600176,2007-06-30,9.38,8981.66万,61.46,40.96
600176,2007-12-31,29.14,3.01亿,56.83,114.44
600176,2008-06-30,11.56,1.53亿,43.86,70.32
600176,2008-09-30,0.0,2.30亿,43.82,38.92
600176,2008-12-31,17.85,2.41亿,25.23,20.13
600176,2009-03-31,0.0,1276.39万,36.22,77.58
600176,2009-06-30,0.88,1319.45万,28.06,91.37
600176,2009-09-30,0.0,-4349.01万,28.26,118.95
600176,2009-12-31,11.11,-1.53亿,20.89,163.65
600176,2010-03-31,1.35,1660.84万,34.4,30.12
600176,2010-09-30,9.23,1.18亿,43.87,370.94
600176,2010-12-31,15.55,2.06亿,50.27,234.48
600176,2011-03-31,4.17,6051.46万,82.02,264.36
600176,2011-06-30,8.7,1.29亿,23.69,63.4
600176,2011-09-30,11.57,1.96亿,19.51,65.99
600176,2011-12-31,13.62,2.92亿,5.74,41.92
600176,2012-03-31,1.18,4078.09万,21.42,32.61
600176,2012-06-30,2.91,1.02亿,4.4,21.55
600176,2012-09-30,5.25,1.84亿,1.92,5.96
600176,2012-12-31,7.75,2.74亿,1.28,6.2
600176,2013-03-31,0.65,2388.78万,3.58,41.42
600176,2013-06-30,2.21,8135.72万,3.27,19.88
600176,2013-09-30,4.61,1.70亿,4.05,7.39
600176,2013-12-31,8.64,3.19亿,2.09,16.39
600176,2014-03-31,0.65,2434.17万,0.32,1.9
600176,2014-06-30,3.49,1.31亿,10.0,61.2
600176,2014-09-30,7.59,2.88亿,13.0,69.14
600176,2014-12-31,12.21,4.75亿,20.32,48.7
600176,2015-06-30,10.92,4.81亿,21.85,267.03
600176,2015-09-30,17.28,7.66亿,18.45,165.67
600176,2015-12-31,22.13,9.83亿,12.55,107.16
600176,2016-03-31,3.63,3.60亿,6.42,93.66
600176,2016-06-30,7.44,7.62亿,7.62,58.28
600176,2016-09-30,11.16,11.42亿,5.49,49.16
600176,2016-12-31,14.84,15.21亿,5.55,54.73
600176,2017-03-31,4.2,4.70亿,5.52,30.77
600176,2017-06-30,8.87,10.06亿,9.72,32.08
600176,2017-09-30,13.61,15.52亿,16.67,35.88
600176,2017-12-31,18.38,21.50亿,16.19,41.34
600176,2018-03-31,4.84,6.17亿,34.17,31.17
600176,2018-06-30,9.74,12.67亿,23.06,25.91
600176,2018-09-30,14.6,19.12亿,18.48,23.26
600176,2018-12-31,17.97,23.74亿,15.96,10.43
600176,2019-03-31,3.44,4.99亿,0.06,19.14
600176,2019-06-30,7.2,10.54亿,0.89,16.83
600176,2019-09-30,10.48,15.49亿,1.43,19.02
600176,2019-12-31,14.34,21.29亿,4.59,10.32
600176,2020-03-31,1.95,3.10亿,2.17,37.95
600176,2020-06-30,4.77,7.62亿,3.37,27.66
600176,2020-09-30,8.0,12.80亿,1.77,17.38
600176,2020-12-31,14.68,24.16亿,11.18,13.49
600176,2021-03-31,5.91,10.63亿,63.62,243.56
600176,2021-06-30,13.99,25.97亿,75.0,240.68
600176,2021-09-30,22.42,43.05亿,75.69,236.4
600176,2021-12-31,30.15,60.28亿,68.92,149.51
600176,2022-03-31,7.82,18.36亿,28.44,72.68
600176,2022-06-30,17.27,42.06亿,39.13,61.96
600176,2022-09-30,22.55,55.17亿,16.38,28.17
600176,2022-12-31,26.52,66.10亿,2.46,9.65
600176,2023-03-31,3.29,9.21亿,28.48,49.84
600176,2023-06-30,7.29,20.63亿,34.26,50.95
600176,2023-09-30,9.55,26.74亿,29.04,51.54
600176,2023-12-31,10.91,30.44亿,26.33,53.94
600176,2024-03-31,1.22,3.50亿,7.86,61.97
600176,2024-06-30,3.32,9.61亿,1.16,53.41
600176,2024-09-30,5.3,15.33亿,1.81,42.66
600176,2024-12-31,8.37,24.45亿,6.59,19.7
600176,2025-03-31,2.4,7.30亿,32.42,108.52
600176,2025-06-30,5.49,16.87亿,17.7,75.51
600176,2025-09-30,8.32,25.68亿,19.53,67.51
600039,2001-12-31,20.04,6983.09万,15.13,20.62
600039,2002-12-31,20.31,6842.98万,45.38,2.01
600039,2003-06-30,3.14,1977.00万,21.74,26.27
600039,2003-12-31,4.77,4616.21万,22.04,32.54
600039,2004-06-30,0.22,222.40万,7.05,88.75
600039,2004-12-31,8.77,-8400.19万,7.74,281.97
600039,2005-12-31,0.37,336.04万,7.74,104.0
600039,2006-06-30,0.13,549.46万,19.47,150.74
600039,2006-12-31,1.77,1125.53万,10.42,234.94
600039,2007-06-30,1.08,803.11万,22.14,46.16
600039,2007-12-31,1.21,2027.09万,28.2,80.1
600039,2008-06-30,0.49,437.08万,13.26,45.58
600039,2008-09-30,0.0,841.45万,25.05,44.58
600039,2008-12-31,1.53,1269.98万,21.74,37.35
600039,2009-03-31,0.0,431.45万,46.9,6.0
600039,2009-06-30,0.67,557.57万,50.52,27.57
600039,2009-09-30,0.0,909.12万,45.83,8.04
600039,2009-12-31,2.95,2630.12万,44.18,107.1
600039,2010-03-31,0.65,619.84万,42.29,43.66
600039,2010-06-30,0.76,724.01万,54.1,29.85
600039,2010-09-30,1.83,1761.99万,49.37,93.81
600039,2010-12-31,10.57,9947.11万,44.99,278.2
600039,2011-03-31,3.08,2911.47万,45.38,369.72
600039,2012-03-31,2.22,1.19亿,6.59,310.37
600039,2012-06-30,7.88,2.36亿,35.41,2.57
600039,2012-09-30,13.77,4.35亿,17.83,17.83
600039,2012-12-31,19.74,6.75亿,29.05,7.08
600039,2013-03-31,1.6,6115.54万,6.74,48.81
600039,2013-06-30,6.2,2.47亿,13.15,4.65
600039,2013-09-30,11.16,4.42亿,13.04,1.42
600039,2013-12-31,12.75,5.13亿,1.99,24.02
600039,2014-03-31,1.12,7326.20万,18.17,19.8
600039,2014-06-30,7.72,5.22亿,26.12,111.13
600039,2014-09-30,9.07,6.15亿,13.79,39.26
600039,2014-12-31,12.8,8.93亿,6.08,74.15
600039,2015-03-31,1.13,8502.13万,16.39,16.05
600039,2015-06-30,3.6,3.37亿,1.53,35.36
600039,2015-09-30,5.11,4.70亿,5.02,23.58
600039,2015-12-31,12.72,10.58亿,14.08,18.43
600039,2016-03-31,1.28,1.11亿,56.3,30.26
600039,2016-06-30,3.7,3.59亿,32.8,6.47
600039,2016-09-30,6.45,5.75亿,18.4,22.37
600039,2016-12-31,11.24,10.45亿,7.07,1.26
600039,2017-03-31,0.96,9139.44万,40.21,17.48
600039,2017-06-30,3.82,3.75亿,15.42,4.39
600039,2017-09-30,3.23,4.35亿,8.17,24.38
600039,2017-12-31,9.68,10.64亿,8.82,1.87
600039,2018-03-31,0.87,1.15亿,18.96,25.6
600039,2018-06-30,3.59,4.78亿,16.72,27.52
600039,2018-09-30,4.14,5.52亿,14.5,26.86
600039,2018-12-31,8.67,11.72亿,22.15,10.11
600039,2019-03-31,2.46,3.48亿,29.85,203.56
600039,2019-06-30,5.29,7.61亿,13.92,59.12
600039,2019-09-30,5.84,8.42亿,25.85,52.57
600039,2019-12-31,11.49,17.02亿,31.75,45.24
600039,2020-03-31,1.78,2.81亿,15.65,19.42
600039,2020-06-30,6.1,9.88亿,12.53,29.87
600039,2020-09-30,10.46,17.29亿,19.24,105.41
600039,2020-12-31,16.96,30.10亿,15.83,76.89
600039,2021-03-31,5.15,12.01亿,145.6,327.68
600039,2021-06-30,10.5,25.76亿,63.93,160.8
600039,2021-09-30,14.35,34.44亿,38.56,99.18
600039,2021-12-31,22.36,67.02亿,31.73,122.62
600039,2022-03-31,5.62,20.62亿,32.77,71.67
600039,2022-06-30,12.6,45.92亿,30.6,78.25
600039,2022-09-30,20.38,73.81亿,25.58,114.33
600039,2022-12-31,26.78,112.12亿,31.79,67.3
600039,2023-03-31,6.32,27.33亿,29.02,32.58
600039,2023-06-30,12.67,56.52亿,17.1,23.07
600039,2023-09-30,17.57,77.54亿,3.38,5.05
600039,2023-12-31,20.72,90.04亿,14.88,19.7
600039,2024-03-31,3.81,17.57亿,28.44,35.73
600039,2024-06-30,6.83,31.95亿,31.16,43.47
600039,2024-09-30,10.24,47.73亿,19.74,38.45
600039,2024-12-31,15.41,72.10亿,6.78,19.92
600039,2025-03-31,3.64,17.74亿,3.98,0.99
600039,2025-06-30,5.63,27.80亿,4.91,13.0
600039,2025-09-30,10.73,53.00亿,1.95,11.04
601901,2008-12-31,19.08,8.59亿,51.71,55.24
601901,2009-12-31,20.67,13.85亿,53.89,61.26
601901,2010-12-31,15.61,12.48亿,6.77,9.91
601901,2011-09-30,2.34,2.20亿,27.41,68.87
601901,2011-12-31,2.42,2.57亿,44.65,79.42
601901,2012-03-31,0.97,2.11亿,2.07,2.97
601901,2012-06-30,2.35,4.39亿,24.62,52.46
601901,2012-09-30,2.43,5.33亿,33.31,142.48
601901,2012-12-31,3.93,5.62亿,36.43,118.83
601901,2013-03-31,2.28,3.33亿,34.71,58.38
601901,2013-06-30,2.76,4.05亿,19.13,7.79
601901,2013-09-30,5.63,8.38亿,37.7,57.28
601901,2013-12-31,7.38,11.12亿,47.6,97.82
601901,2014-03-31,2.78,4.39亿,21.67,31.68
601901,2014-06-30,4.85,7.84亿,33.98,93.69
601901,2014-09-30,8.39,13.91亿,51.05,65.93
601901,2014-12-31,8.65,17.96亿,41.89,61.49
601901,2015-03-31,3.14,9.70亿,97.14,120.97
601901,2015-06-30,9.15,29.26亿,189.64,273.16
601901,2015-09-30,12.11,39.27亿,145.29,182.29
601901,2015-12-31,12.41,40.64亿,122.77,126.28
601901,2016-03-31,2.79,8.48亿,4.63,12.64
601901,2016-06-30,6.1,21.52亿,20.13,26.45
601901,2016-09-30,7.49,26.65亿,21.95,32.13
601901,2016-12-31,7.31,25.69亿,28.91,36.78
601901,2017-03-31,1.13,4.05亿,31.19,52.24
601901,2017-06-30,2.29,8.24亿,33.86,61.71
601901,2017-09-30,3.66,13.31亿,24.59,50.07
601901,2017-12-31,3.99,14.53亿,23.28,43.45
601901,2018-03-31,0.84,3.17亿,2.26,21.81
601901,2018-06-30,0.55,2.06亿,22.19,75.03
601901,2018-09-30,1.21,4.55亿,21.31,65.84
601901,2018-12-31,1.76,6.61亿,4.01,54.48
601901,2019-03-31,1.54,5.88亿,42.39,85.66
601901,2019-06-30,2.0,7.63亿,55.17,270.89
601901,2019-09-30,2.8,10.75亿,33.95,136.48
601901,2019-12-31,2.65,10.08亿,15.24,52.35
601901,2020-03-31,0.98,3.79亿,4.92,35.53
601901,2020-06-30,1.66,6.42亿,5.45,15.95
601901,2020-09-30,3.78,14.82亿,15.25,37.9
601901,2020-12-31,2.81,10.96亿,14.36,8.82
601901,2021-03-31,2.22,8.89亿,5.83,134.53
601901,2021-06-30,3.24,13.01亿,20.25,102.7
601901,2021-09-30,4.76,19.28亿,12.82,30.08
601901,2021-12-31,4.5,18.22亿,14.31,66.19
601901,2022-03-31,1.15,4.77亿,18.6,46.31
601901,2022-06-30,3.38,14.21亿,0.1,9.29
601901,2022-09-30,4.6,19.41亿,8.57,0.64
601901,2022-12-31,5.09,21.48亿,9.79,17.88
601901,2023-03-31,1.28,5.56亿,6.3,16.55
601901,2023-06-30,3.28,14.40亿,0.54,1.29
601901,2023-09-30,4.4,19.36亿,4.02,0.24
601901,2023-12-31,4.88,21.52亿,8.46,0.21
601901,2024-03-31,1.72,7.84亿,11.97,41.06
601901,2024-06-30,2.93,13.51亿,8.18,6.15
601901,2024-09-30,4.24,19.65亿,4.15,1.51
601901,2024-12-31,4.72,22.07亿,8.42,2.55
601901,2025-03-31,2.47,11.95亿,49.35,52.37
601901,2025-06-30,4.84,23.84亿,52.14,76.43
601901,2025-09-30,7.67,37.99亿,67.17,93.31
601298,2015-12-31,15.4,19.12亿,6.68,20.16
601298,2016-12-31,16.25,21.86亿,17.84,14.34
601298,2017-06-30,9.56,15.50亿,16.09,29.17
601298,2017-12-31,15.54,30.43亿,16.84,39.19
601298,2018-06-30,7.81,19.08亿,19.93,23.05
601298,2018-09-30,11.41,28.45亿,13.54,16.89
601298,2018-12-31,14.23,35.93亿,15.72,18.09
601298,2019-03-31,3.56,9.78亿,5.63,4.84
601298,2019-06-30,6.86,20.08亿,4.55,5.25
601298,2019-09-30,10.26,29.45亿,3.76,3.53
601298,2019-12-31,12.94,37.90亿,3.6,5.47
601298,2020-03-31,3.17,9.93亿,7.97,1.46
601298,2020-06-30,6.46,20.13亿,1.21,0.24
601298,2020-09-30,9.48,29.47亿,6.5,0.07
601298,2020-12-31,12.17,38.42亿,8.68,1.36
601298,2021-03-31,3.25,10.90亿,33.01,9.85
601298,2021-06-30,6.41,21.81亿,30.65,8.35
601298,2021-09-30,9.1,30.99亿,27.58,5.14
601298,2021-12-31,11.67,39.82亿,21.78,3.65
601298,2022-03-31,3.22,11.42亿,18.4,4.75
601298,2022-06-30,6.34,23.13亿,18.61,6.04
601298,2022-09-30,9.56,34.49亿,15.48,11.3
601298,2022-12-31,12.43,45.28亿,14.71,13.71
601298,2023-03-31,3.38,12.59亿,0.04,10.23
601298,2023-06-30,6.63,25.64亿,7.93,10.85
601298,2023-09-30,9.8,37.88亿,7.72,9.83
601298,2023-12-31,12.7,49.23亿,5.66,8.72
601298,2024-03-31,3.22,13.17亿,2.67,4.6
601298,2024-06-30,6.5,26.42亿,0.98,3.05
601298,2024-09-30,9.45,39.31亿,2.34,3.78
601298,2024-12-31,12.65,52.35亿,4.23,6.33
601298,2025-03-31,3.25,14.02亿,8.51,6.51
601298,2025-06-30,6.47,28.42亿,4.04,7.58
601298,2025-09-30,9.47,41.80亿,1.86,6.33
601919,2006-12-31,7.0,75.73亿,6.86,84.16
601919,2007-12-31,41.72,190.90亿,47.29,152.07
601919,2008-06-30,27.35,141.58亿,50.08,100.89
601919,2008-09-30,0.0,197.13亿,41.12,67.41
601919,2008-12-31,22.32,107.95亿,17.16,43.45
601919,2009-03-31,0.0,-33.47亿,63.77,154.52
601919,2009-06-30,9.2,-46.48亿,63.29,132.83
601919,2009-09-30,0.0,-53.58亿,59.5,127.18
601919,2009-12-31,15.8,-75.40亿,51.93,169.84
601919,2010-03-31,2.04,8.83亿,58.73,126.37
601919,2010-06-30,8.07,35.30亿,64.46,175.95
601919,2010-09-30,12.62,56.45亿,52.08,205.35
601919,2010-12-31,14.97,67.67亿,44.58,189.76
601919,2011-03-31,1.06,-5.02亿,5.56,156.85
601919,2011-06-30,5.89,-27.11亿,10.44,176.79
601919,2011-09-30,10.72,-47.77亿,12.25,184.62
601919,2011-12-31,25.34,-104.49亿,14.54,254.4
601919,2012-03-31,8.08,-26.95亿,4.62,437.19
601919,2012-06-30,15.07,-48.72亿,1.23,79.72
601919,2012-09-30,20.33,-64.03亿,2.38,34.05
601919,2012-12-31,31.95,-95.59亿,4.57,8.51
601919,2013-03-31,8.23,-19.88亿,2.91,26.25
601919,2013-06-30,4.07,-9.90亿,12.82,79.68
601919,2013-09-30,8.56,-20.33亿,14.19,68.24
601919,2013-12-31,0.96,2.35亿,14.07,102.46
601919,2014-03-31,8.08,-18.80亿,6.76,5.43
601919,2014-06-30,9.82,-22.77亿,0.9,129.98
601919,2014-09-30,2.73,-6.54亿,2.88,67.82
601919,2014-12-31,1.49,3.63亿,3.94,53.96
601919,2015-03-31,4.31,-10.08亿,4.41,46.38
601919,2015-06-30,7.5,19.74亿,0.11,186.71
601919,2015-09-30,0.77,3.22亿,7.0,149.23
601919,2015-12-31,1.16,4.69亿,10.69,29.45
601919,2016-03-31,17.14,-44.60亿,19.62,342.46
601919,2016-06-30,29.52,-71.69亿,8.5,463.14
601919,2017-03-31,1.46,2.70亿,48.15,106.06
601919,2017-06-30,9.59,18.63亿,39.53,125.99
601919,2017-09-30,13.89,27.36亿,34.84,129.81
601919,2017-12-31,13.77,26.62亿,27.13,126.87
601919,2018-03-31,0.9,1.81亿,9.06,33.04
601919,2018-06-30,0.2,4079.56万,3.7,97.81
601919,2018-09-30,2.64,8.63亿,21.5,68.47
601919,2018-12-31,5.52,12.30亿,33.57,53.79
601919,2019-03-31,2.62,6.87亿,59.99,280.02
601919,2019-09-30,7.31,21.16亿,35.9,145.34
601919,2019-12-31,21.57,67.64亿,25.02,449.92
601919,2020-03-31,0.82,2.92亿,2.95,57.59
601919,2020-06-30,3.15,11.37亿,2.71,8.09
601919,2020-09-30,10.38,38.60亿,5.46,82.4
601919,2020-12-31,25.05,99.27亿,13.37,46.76
601919,2022-03-31,18.82,276.28亿,62.75,78.8
601919,2022-06-30,38.81,648.31亿,51.36,74.76
601919,2023-03-31,3.5,71.27亿,55.13,74.2
601919,2023-06-30,7.85,165.61亿,56.43,74.46
601919,2023-09-30,10.73,220.71亿,57.49,77.33
601919,2023-12-31,11.8,238.60亿,55.14,78.25
601919,2024-03-31,3.39,67.55亿,1.94,5.23
601919,2024-06-30,8.23,168.70亿,10.19,1.87
601919,2024-09-30,17.82,381.24亿,29.8,72.73
601919,2024-12-31,22.6,491.00亿,33.29,105.78
601919,2025-03-31,4.88,116.95亿,20.05,73.12
601919,2025-06-30,7.35,175.36亿,7.78,3.95
601919,2025-09-30,11.37,270.70亿,4.09,29.0
601816,2017-12-31,6.36,90.53亿,12.56,14.55
601816,2018-12-31,7.01,102.48亿,5.42,13.19
601816,2019-12-31,7.88,110.68亿,5.72,8.0
601816,2020-03-31,0.17,3.24亿,35.75,86.33
601816,2020-06-30,0.28,5.30亿,40.13,90.06
601816,2020-09-30,0.99,18.48亿,34.87,79.33
601816,2020-12-31,1.74,32.29亿,27.59,70.83
601816,2021-03-31,0.18,3.22亿,11.65,0.55
601816,2021-06-30,1.48,27.43亿,50.3,417.28
601816,2021-09-30,2.34,43.47亿,33.89,135.16
601816,2021-12-31,2.6,48.16亿,16.11,49.15
601816,2022-03-31,0.12,2.20亿,1.13,31.69
601816,2022-06-30,0.55,-10.28亿,47.49,137.46
601816,2022-09-30,0.08,1.52亿,33.85,96.5
601816,2022-12-31,0.31,-5.76亿,34.02,111.97
601816,2024-03-31,1.51,29.63亿,13.06,33.11
601816,2024-06-30,3.21,63.57亿,8.21,23.77
601816,2024-09-30,5.05,100.15亿,4.77,12.35
601816,2024-12-31,6.42,127.68亿,3.62,10.59
601816,2025-03-31,1.45,29.64亿,1.16,0.03
601816,2025-06-30,3.09,63.16亿,0.72,0.64
601816,2025-09-30,5.04,103.02亿,1.39,2.87
601319,2014-12-31,15.65,128.18亿,16.85,6.32
601319,2015-12-31,18.46,191.76亿,15.52,49.6
601319,2016-12-31,11.89,143.34亿,10.41,25.25
601319,2017-12-31,12.7,166.46亿,9.78,16.13
601319,2018-06-30,6.9,97.67亿,2.67,3.3
601319,2018-09-30,8.59,121.18亿,5.02,16.34
601319,2018-12-31,9.44,134.50亿,3.21,19.2
601319,2019-03-31,3.7,58.87亿,7.0,12.13
601319,2019-06-30,9.55,155.17亿,6.65,58.87
