股票代码,报告期,净资产收益率,净利润,营业总收入同比增长率,净利润同比增长率
002460,2024-09-30,1.38,-6.40亿,45.78,110.66
002460,2024-12-31,4.6,-20.74亿,42.66,141.93
002460,2025-03-31,0.86,-3.56亿,25.43,18.93
002460,2025-06-30,1.29,-5.31亿,12.65,30.13
002460,2025-09-30,0.06,2552.00万,5.02,103.99
300316,2009-12-31,49.98,6023.79万,3.04,24.58
300316,2012-06-30,12.74,1.20亿,13.99,12.08
300316,2012-09-30,12.8,1.51亿,31.85,28.83
300316,2012-12-31,13.38,1.74亿,38.98,46.83
300316,2013-06-30,1.54,2607.40万,63.68,78.27
300316,2013-09-30,2.25,3517.72万,62.57,76.72
300316,2013-12-31,2.58,4338.84万,65.17,75.01
300316,2014-03-31,0.93,1572.03万,4.56,14.67
300316,2014-06-30,1.92,3234.51万,4.75,24.05
300316,2014-09-30,2.99,5028.33万,24.9,42.94
300316,2014-12-31,3.87,6581.06万,40.17,51.68
300316,2015-03-31,1.02,1762.04万,68.18,12.09
300316,2015-06-30,2.62,4554.20万,85.69,40.8
300316,2015-09-30,3.97,7185.88万,103.96,42.91
300316,2015-12-31,5.94,1.05亿,141.23,58.96
300316,2016-03-31,1.41,2568.93万,61.17,45.79
300316,2016-06-30,4.11,7530.71万,77.87,65.36
300316,2016-09-30,7.0,1.30亿,72.47,80.32
300316,2016-12-31,9.7,2.04亿,84.44,94.76
300316,2017-03-31,1.83,6077.25万,106.17,136.57
300316,2017-06-30,4.24,1.42亿,91.56,88.16
300316,2017-09-30,7.52,2.53亿,87.3,95.33
300316,2017-12-31,11.33,3.87亿,78.55,89.76
300316,2018-03-31,3.72,1.35亿,53.25,122.85
300316,2018-06-30,7.71,2.85亿,53.79,101.2
300316,2018-09-30,11.88,4.46亿,50.27,76.13
300316,2018-12-31,15.3,5.82亿,30.11,50.57
300316,2019-03-31,3.06,1.26亿,0.4,6.73
300316,2019-06-30,6.07,2.51亿,5.28,11.92
300316,2019-09-30,11.23,4.72亿,6.23,5.85
300316,2019-12-31,14.96,6.37亿,22.64,9.49
300316,2020-03-31,2.91,1.34亿,26.13,6.27
300316,2020-06-30,5.92,2.76亿,24.81,10.05
300316,2020-09-30,11.03,5.24亿,23.81,11.0
300316,2020-12-31,17.48,8.58亿,22.54,34.64
300316,2021-03-31,5.23,2.82亿,27.37,109.71
300316,2021-06-30,10.88,6.00亿,55.55,117.23
300316,2021-09-30,19.37,11.10亿,60.61,111.97
300316,2021-12-31,28.47,17.12亿,56.44,99.46
300316,2022-03-31,6.26,4.42亿,114.03,57.13
300316,2022-06-30,16.38,12.07亿,91.02,101.05
300316,2022-09-30,25.22,20.09亿,86.96,80.92
300316,2022-12-31,33.82,29.24亿,78.45,70.84
300316,2023-03-31,7.9,8.87亿,84.37,100.43
300316,2023-06-30,18.53,22.06亿,92.37,82.78
300316,2023-09-30,28.3,35.14亿,80.39,74.94
300316,2023-12-31,35.56,45.58亿,69.04,55.85
300316,2024-03-31,6.91,10.70亿,25.28,20.65
300316,2024-06-30,13.22,20.96亿,20.71,4.97
300316,2024-09-30,18.46,29.60亿,7.55,15.76
300316,2024-12-31,15.97,25.10亿,2.26,44.93
300316,2025-03-31,3.39,5.73亿,30.42,46.44
300316,2025-06-30,3.79,6.39亿,42.85,69.52
300316,2025-09-30,5.31,9.01亿,42.86,69.56
600161,1998-12-31,17.53,3045.11万,40.96,32.41
600161,2000-12-31,12.72,3602.60万,0.06,16.54
600161,2001-06-30,9.56,2777.55万,19.22,17.17
600161,2001-12-31,11.68,3325.94万,12.66,7.68
600161,2002-06-30,6.82,2030.96万,19.07,26.88
600161,2002-12-31,12.06,3630.08万,28.81,9.14
600161,2003-12-31,10.33,4322.86万,22.67,19.08
600161,2004-06-30,5.68,3505.28万,12.84,20.68
600161,2004-12-31,7.66,4753.17万,18.43,9.95
600161,2005-06-30,6.49,4183.74万,31.59,19.36
600161,2005-12-31,10.29,6899.95万,18.38,45.17
600161,2006-06-30,9.94,6655.59万,11.2,59.08
600161,2006-12-31,15.52,1.02亿,21.38,47.99
600161,2007-06-30,8.94,5423.10万,3.82,18.52
600161,2007-12-31,17.08,1.05亿,27.29,2.54
600161,2008-06-30,8.55,5709.74万,41.78,5.29
600161,2008-09-30,0.0,9972.28万,40.27,18.15
600161,2008-12-31,20.46,1.93亿,28.69,84.76
600161,2009-03-31,0.0,5267.14万,57.87,232.95
600161,2009-06-30,10.84,1.11亿,19.88,93.77
600161,2009-09-30,0.0,1.27亿,8.55,27.16
600161,2009-12-31,23.29,2.12亿,13.69,9.42
600161,2010-03-31,8.61,7190.42万,2.68,36.51
600161,2010-06-30,15.03,1.30亿,2.29,17.32
600161,2010-09-30,20.65,1.84亿,12.81,45.01
600161,2010-12-31,19.34,1.75亿,9.27,17.36
600161,2011-03-31,5.98,6508.30万,1.68,9.49
600161,2011-06-30,11.02,1.21亿,0.04,6.72
600161,2011-09-30,19.05,2.16亿,19.68,17.51
600161,2011-12-31,20.29,2.33亿,15.98,33.4
600161,2012-03-31,5.38,7132.80万,25.39,9.6
600161,2012-06-30,10.78,1.47亿,26.96,21.29
600161,2012-09-30,13.5,1.83亿,1.31,15.09
600161,2012-12-31,21.49,3.05亿,7.74,30.67
600161,2013-03-31,6.0,9618.61万,21.05,34.85
600161,2013-06-30,13.44,2.24亿,23.63,52.48
600161,2013-09-30,19.58,3.37亿,31.94,83.89
600161,2013-12-31,21.38,3.72亿,22.24,22.01
600161,2014-03-31,4.8,9481.50万,17.63,1.43
600161,2014-06-30,11.22,2.29亿,20.19,2.28
600161,2014-09-30,12.55,2.57亿,14.13,23.9
600161,2014-12-31,6.84,1.28亿,0.54,65.49
600161,2015-03-31,0.62,1209.84万,22.68,87.24
600161,2015-06-30,2.79,5491.05万,23.92,76.02
600161,2015-09-30,2.05,4026.77万,18.41,84.32
600161,2015-12-31,0.51,997.72万,11.42,92.23
600161,2016-03-31,0.03,-67.60万,1.74,105.59
600161,2016-06-30,4.87,9960.62万,6.85,81.4
600161,2016-09-30,8.48,1.81亿,8.15,350.5
600161,2017-09-30,37.4,10.01亿,6.4,451.99
600161,2017-12-31,41.52,11.73亿,17.45,356.69
600161,2018-03-31,3.55,1.10亿,0.35,99.19
600161,2018-06-30,6.38,2.40亿,18.17,72.73
600161,2018-09-30,10.42,3.97亿,27.68,60.39
600161,2018-12-31,15.51,5.09亿,18.03,56.57
600161,2019-03-31,3.83,1.31亿,27.49,19.39
600161,2019-06-30,8.36,2.94亿,27.87,22.21
600161,2019-09-30,13.02,4.67亿,22.5,17.72
600161,2019-12-31,16.72,6.11亿,11.97,19.94
600161,2020-03-31,3.29,1.32亿,7.36,0.28
600161,2020-06-30,6.95,2.84亿,0.35,3.39
600161,2020-09-30,11.91,4.97亿,4.62,6.42
600161,2020-12-31,15.1,6.39亿,4.99,4.57
600161,2021-03-31,3.3,1.52亿,11.8,15.06
600161,2021-06-30,5.81,3.37亿,16.5,18.75
600161,2021-09-30,8.64,5.58亿,6.91,12.32
600161,2021-12-31,11.11,7.60亿,19.35,18.94
600161,2022-03-31,1.54,1.25亿,16.8,17.5
600161,2022-06-30,4.68,3.85亿,4.37,14.27
600161,2022-09-30,7.25,6.01亿,3.36,7.67
600161,2022-12-31,10.46,8.81亿,3.63,15.91
600161,2023-03-31,2.93,2.62亿,83.3,109.23
600161,2023-06-30,6.24,5.67亿,42.34,47.24
600161,2023-09-30,9.6,8.87亿,38.09,47.69
600161,2023-12-31,11.93,11.10亿,21.57,25.99
600161,2024-03-31,3.17,3.17亿,5.42,20.91
600161,2024-06-30,7.16,7.26亿,5.59,28.1
600161,2024-09-30,10.27,10.52亿,1.28,18.52
600161,2024-12-31,14.81,15.49亿,16.44,39.58
600161,2025-03-31,2.17,2.44亿,7.84,22.9
600161,2025-06-30,5.54,6.33亿,9.47,12.88
600161,2025-09-30,7.16,8.19亿,9.62,22.16
300759,2015-12-31,26.77,7384.64万,42.71,251.73
300759,2016-12-31,18.32,1.77亿,44.87,139.57
300759,2017-12-31,12.28,2.31亿,40.38,30.49
300759,2018-09-30,10.92,2.25亿,25.92,44.56
300759,2018-12-31,15.68,3.33亿,26.76,44.26
300759,2019-03-31,2.05,5424.21万,31.12,32.87
300759,2019-06-30,5.88,1.61亿,28.8,38.51
300759,2019-09-30,11.62,3.28亿,29.03,46.25
300759,2019-12-31,16.7,5.47亿,29.2,64.3
300759,2020-03-31,1.3,1.02亿,25.66,87.16
300759,2020-06-30,6.0,4.79亿,34.01,196.89
300759,2020-09-30,9.67,7.89亿,36.53,140.28
300759,2020-12-31,14.13,11.72亿,36.64,114.25
300759,2021-03-31,2.73,2.46亿,55.28,142.2
300759,2021-06-30,6.21,5.65亿,49.81,17.93
300759,2021-09-30,11.18,10.40亿,47.84,31.81
300759,2021-12-31,17.31,16.61亿,45.0,41.68
300759,2022-03-31,2.46,2.49亿,41.19,1.31
300759,2022-06-30,5.69,5.85亿,41.06,3.65
300759,2022-09-30,9.28,9.61亿,39.64,7.59
300759,2022-12-31,13.28,13.75亿,37.92,17.24
300759,2023-03-31,3.24,3.48亿,29.53,39.81
300759,2023-06-30,7.09,7.86亿,21.7,34.28
300759,2023-09-30,10.13,11.39亿,15.64,18.51
300759,2023-12-31,13.91,16.01亿,12.39,16.48
300759,2024-03-31,1.83,2.31亿,1.95,33.8
300759,2024-06-30,8.54,11.13亿,0.63,41.64
300759,2024-09-30,10.9,14.22亿,3.0,24.82
300759,2024-12-31,13.7,17.93亿,6.39,12.01
300759,2025-03-31,2.21,3.06亿,16.03,32.54
300759,2025-06-30,4.97,7.01亿,14.93,37.0
300759,2025-09-30,8.05,11.41亿,14.38,19.76
600905,2017-12-31,10.15,24.30亿,31.0,58.4
600905,2018-12-31,7.47,27.09亿,8.88,11.48
600905,2019-12-31,7.08,28.40亿,21.32,4.84
600905,2020-03-31,2.53,9.87亿,29.52,14.2
600905,2020-06-30,5.26,20.78亿,24.38,11.73
600905,2020-09-30,7.05,28.11亿,25.34,29.2
600905,2020-12-31,8.98,36.11亿,26.33,27.16
600905,2021-03-31,3.5,16.07亿,43.08,62.81
600905,2021-06-30,7.53,36.87亿,39.92,77.39
600905,2021-09-30,7.79,45.19亿,37.66,60.75
600905,2021-12-31,10.14,64.42亿,36.85,78.41
600905,2022-03-31,3.24,22.64亿,51.84,40.84
600905,2022-06-30,6.93,50.24亿,45.34,36.27
600905,2022-09-30,8.44,61.47亿,48.27,36.01
600905,2022-12-31,9.72,71.14亿,45.04,10.43
600905,2023-03-31,3.12,24.19亿,18.39,6.86
600905,2023-06-30,5.7,45.17亿,12.98,10.1
600905,2023-09-30,6.88,54.36亿,10.82,11.56
600905,2023-12-31,8.99,71.74亿,11.23,0.84
600905,2024-03-31,2.89,24.19亿,15.26,0.01
600905,2024-06-30,4.77,40.36亿,9.89,10.63
600905,2024-09-30,5.98,50.92亿,12.81,6.33
600905,2024-12-31,7.22,61.11亿,12.13,14.81
600905,2025-03-31,2.78,24.47亿,3.47,1.16
600905,2025-06-30,4.3,38.15亿,2.19,5.48
600905,2025-09-30,4.88,43.13亿,2.26,15.31
301269,2019-12-31,12.53,5715.77万,70.59,17.8
301269,2020-12-31,14.35,1.04亿,61.26,81.18
301269,2021-06-30,2.29,1971.95万,137.8,112.07
301269,2021-12-31,15.05,1.39亿,39.66,34.52
301269,2022-03-31,1.19,1048.33万,51.86,64.34
301269,2022-06-30,3.98,4042.87万,46.13,105.02
301269,2022-09-30,6.19,1.13亿,40.04,46.88
301269,2022-12-31,7.33,1.86亿,37.76,33.17
301269,2023-03-31,0.45,2114.62万,64.71,101.71
301269,2023-06-30,1.79,8381.04万,51.92,107.3
301269,2023-09-30,3.64,1.71亿,32.48,51.9
301269,2023-12-31,4.26,2.01亿,26.61,8.2
301269,2024-03-31,0.16,766.54万,33.59,63.75
301269,2024-06-30,0.78,3787.13万,9.62,54.81
301269,2024-09-30,1.21,5854.54万,16.25,65.84
301269,2024-12-31,2.24,1.09亿,20.98,45.46
301269,2025-03-31,0.19,971.39万,9.77,26.72
301269,2025-06-30,0.06,306.79万,13.01,91.9
301269,2025-09-30,0.18,906.03万,8.24,84.52
601881,2011-12-31,10.36,15.78亿,25.03,43.17
601881,2012-12-31,8.49,14.20亿,6.26,10.03
601881,2013-12-31,9.69,21.35亿,34.76,50.39
601881,2014-12-31,13.91,37.71亿,52.52,76.59
601881,2015-12-31,21.33,98.36亿,130.1,160.84
601881,2016-06-30,3.93,22.55亿,54.84,60.03
601881,2016-12-31,8.97,51.54亿,49.58,47.6
601881,2017-03-31,1.82,11.17亿,10.21,10.47
601881,2017-06-30,3.38,21.12亿,11.4,6.35
601881,2017-09-30,5.27,33.83亿,8.4,4.68
601881,2017-12-31,6.33,39.81亿,14.32,22.76
601881,2018-03-31,1.56,10.14亿,11.69,9.22
601881,2018-06-30,2.01,13.11亿,24.03,37.93
601881,2018-09-30,2.87,18.70亿,29.04,44.74
601881,2018-12-31,4.4,28.87亿,12.51,27.47
601881,2019-03-31,2.29,15.33亿,41.36,51.11
601881,2019-06-30,3.85,25.95亿,71.09,97.93
601881,2019-09-30,5.67,38.60亿,90.31,106.46
601881,2019-12-31,7.64,52.28亿,71.69,81.09
601881,2020-03-31,2.44,17.54亿,50.98,14.41
601881,2020-06-30,4.89,35.52亿,52.2,36.9
601881,2020-09-30,7.75,56.51亿,50.13,46.38
601881,2020-12-31,9.84,72.44亿,39.37,38.54
601881,2021-03-31,2.57,19.85亿,35.65,13.2
601881,2021-06-30,5.11,42.55亿,35.01,19.77
601881,2021-09-30,8.79,74.01亿,44.37,30.97
601881,2021-12-31,12.29,104.30亿,51.52,43.99
601881,2022-03-31,1.64,15.59亿,3.2,21.45
601881,2022-06-30,4.2,43.27亿,20.28,1.69
601881,2022-09-30,6.23,64.40亿,4.5,12.97
601881,2022-12-31,8.21,77.68亿,6.51,25.53
601881,2023-03-31,2.36,22.49亿,18.54,44.23
601881,2023-06-30,5.1,49.39亿,4.38,14.15
601881,2023-09-30,6.7,66.03亿,6.58,2.53
601881,2023-12-31,7.52,78.79亿,0.0062,1.43
601881,2024-03-31,1.3,16.31亿,17.06,27.46
601881,2024-06-30,3.63,43.88亿,1.88,11.16
601881,2024-09-30,5.8,69.64亿,6.29,5.46
601881,2024-12-31,8.3,100.31亿,5.43,27.31
601881,2025-03-31,2.44,30.16亿,4.77,84.86
601881,2025-06-30,5.16,64.88亿,37.71,47.86
601881,2025-09-30,8.77,109.68亿,44.39,57.51
688187,2018-12-31,13.95,26.12亿,3.4,3.53
688187,2019-12-31,12.74,26.59亿,4.13,1.79
688187,2020-12-31,10.83,24.75亿,1.66,6.91
688187,2021-06-30,2.87,6.95亿,4.88,1.03
688187,2021-09-30,4.92,12.02亿,13.7,19.69
688187,2021-12-31,7.56,20.18亿,5.69,18.49
688187,2022-03-31,1.04,3.41亿,22.29,31.01
688187,2022-06-30,2.63,8.71亿,23.19,25.28
688187,2022-09-30,4.73,15.63亿,27.56,29.97
688187,2022-12-31,7.61,25.56亿,19.26,26.67
688187,2023-03-31,1.26,4.35亿,21.25,27.61
688187,2023-06-30,3.28,11.54亿,31.31,32.52
688187,2023-09-30,5.81,20.53亿,29.6,31.39
688187,2023-12-31,8.7,30.41亿,20.88,18.97
688187,2024-03-31,1.53,5.57亿,27.2,27.92
688187,2024-06-30,3.93,14.80亿,19.99,28.24
688187,2024-09-30,6.42,24.54亿,15.33,19.54
688187,2024-12-31,9.31,37.03亿,13.42,21.77
688187,2025-03-31,1.52,6.31亿,14.81,13.42
688187,2025-06-30,4.14,16.72亿,17.95,12.93
688187,2025-09-30,6.56,27.20亿,14.86,10.85
601211,2011-12-31,10.1,27.09亿,14.96,32.8
601211,2012-12-31,8.41,24.90亿,4.75,8.08
601211,2013-12-31,8.69,28.79亿,15.52,15.62
601211,2014-06-30,6.11,21.50亿,22.57,32.22
601211,2014-12-31,18.04,67.58亿,98.49,134.73
601211,2015-03-31,6.4,28.35亿,185.63,197.85
601211,2015-09-30,20.2,119.61亿,173.56,204.08
601211,2015-12-31,23.65,157.00亿,110.25,132.32
601211,2016-03-31,2.6,23.75亿,8.54,16.24
601211,2016-06-30,5.48,50.20亿,38.54,47.91
601211,2016-09-30,8.33,76.47亿,31.1,36.07
601211,2016-12-31,10.64,98.41亿,31.47,37.32
601211,2017-03-31,2.65,25.63亿,30.71,7.94
601211,2017-06-30,4.66,47.56亿,18.99,5.26
601211,2017-09-30,6.61,70.35亿,16.96,7.99
601211,2017-12-31,9.05,98.82亿,7.61,0.41
601211,2018-03-31,1.98,22.59亿,11.78,11.85
601211,2018-06-30,3.27,40.09亿,3.21,15.71
601211,2018-09-30,4.47,55.12亿,1.04,21.65
601211,2018-12-31,5.42,67.08亿,4.56,32.11
601211,2019-03-31,2.48,30.06亿,7.22,33.03
601211,2019-06-30,4.03,50.20亿,22.99,25.22
601211,2019-09-30,5.19,65.46亿,22.67,18.76
601211,2019-12-31,6.75,86.37亿,31.83,28.76
601211,2020-03-31,1.36,18.26亿,8.22,39.25
601211,2020-06-30,4.16,54.54亿,12.18,8.64
601211,2020-09-30,6.89,89.52亿,24.98,36.75
601211,2020-12-31,8.54,111.22亿,17.53,28.77
601211,2021-03-31,3.33,44.11亿,78.09,141.57
601211,2021-06-30,5.95,80.13亿,38.62,46.93
601211,2021-09-30,8.62,116.35亿,23.97,29.97
601211,2021-12-31,11.05,150.13亿,21.64,34.99
601211,2022-03-31,1.75,25.18亿,25.53,42.91
601211,2022-06-30,4.39,63.72亿,10.79,20.48
601211,2022-09-30,5.8,84.27亿,16.27,27.58
601211,2022-12-31,7.88,115.09亿,17.16,23.34
601211,2023-03-31,2.01,30.41亿,13.97,20.73
601211,2023-06-30,3.75,57.42亿,6.24,9.89
601211,2023-09-30,5.62,86.27亿,1.18,2.38
601211,2023-12-31,6.02,93.74亿,1.89,18.55
601211,2024-03-31,1.55,24.89亿,14.05,18.13
601211,2024-06-30,3.11,50.16亿,6.89,12.64
601211,2024-09-30,5.97,95.23亿,7.29,10.38
601211,2024-12-31,8.14,130.24亿,20.08,38.94
601211,2025-03-31,6.46,122.42亿,47.48,391.78
601211,2025-06-30,6.25,157.37亿,77.71,213.74
601211,2025-09-30,8.1,220.74亿,101.6,131.8
600690,1997-12-31,19.56,2.45亿,44.72,37.24
600690,1998-12-31,14.74,2.66亿,0.08,8.69
600690,2000-12-31,15.17,4.24亿,21.49,36.52
600690,2001-06-30,8.79,4.00亿,140.13,119.66
600690,2001-12-31,13.09,6.18亿,136.97,45.69
600690,2002-06-30,4.35,2.19亿,3.71,45.15
600690,2002-09-30,6.72,3.43亿,7.7,41.25
600690,2002-12-31,7.74,3.97亿,0.98,35.73
600690,2003-06-30,3.66,1.90亿,0.83,13.38
600690,2003-12-31,6.9,3.69亿,1.17,7.08
600690,2004-06-30,3.48,1.91亿,37.17,0.41
600690,2004-12-31,6.65,3.69亿,30.89,0.13
600690,2005-06-30,2.56,1.48亿,10.39,22.19
600690,2005-12-31,4.2,2.39亿,7.91,35.27
600690,2006-06-30,3.29,2.66亿,17.73,79.16
600690,2006-12-31,5.45,5.56亿,40.61,132.55
600690,2007-06-30,6.06,3.76亿,29.75,41.49
600690,2007-12-31,10.29,6.44亿,26.94,15.74
600690,2008-06-30,8.34,5.49亿,10.44,45.99
600690,2008-09-30,0.0,7.51亿,9.57,43.65
600690,2008-12-31,11.72,7.68亿,3.19,19.35
600690,2009-03-31,0.0,1.38亿,17.43,20.11
600690,2009-06-30,8.94,7.12亿,12.15,29.65
600690,2009-09-30,0.0,10.66亿,2.36,41.98
600690,2009-12-31,15.83,13.83亿,8.46,80.1
600690,2010-03-31,5.02,3.61亿,45.05,160.95
600690,2010-06-30,14.42,12.82亿,39.48,80.12
600690,2010-09-30,20.83,18.35亿,33.25,72.15
600690,2010-12-31,24.28,22.40亿,35.57,61.91
600690,2011-03-31,7.27,5.87亿,23.09,62.76
600690,2011-06-30,18.66,15.28亿,17.99,19.19
600690,2011-09-30,27.16,22.72亿,16.85,23.83
600690,2011-12-31,31.33,26.90亿,13.86,20.09
600690,2012-03-31,7.18,6.21亿,6.58,5.74
600690,2012-06-30,20.49,18.52亿,6.31,21.26
600690,2012-09-30,25.04,27.62亿,6.37,21.52
600690,2012-12-31,33.78,32.69亿,8.13,21.54
600690,2013-03-31,6.29,7.21亿,9.95,16.17
600690,2013-06-30,18.28,21.33亿,6.18,15.15
600690,2013-09-30,27.7,34.61亿,9.78,25.32
600690,2013-12-31,32.84,41.74亿,8.3,27.67
600690,2014-03-31,5.7,8.66亿,8.97,20.05
600690,2014-06-30,16.05,25.77亿,9.16,20.84
600690,2014-09-30,24.01,42.16亿,5.75,21.83
600690,2014-12-31,27.58,53.38亿,2.51,27.88
600690,2015-03-31,4.36,10.78亿,2.5,24.52
600690,2015-06-30,11.08,27.35亿,10.81,6.12
600690,2015-09-30,14.61,35.90亿,11.14,14.85
600690,2015-12-31,16.22,43.04亿,7.41,19.37
600690,2016-03-31,6.76,15.97亿,8.35,48.12
600690,2016-06-30,13.78,33.15亿,3.11,21.21
600690,2016-09-30,15.79,38.27亿,18.78,6.6
600690,2016-12-31,20.41,50.42亿,32.59,17.15
600690,2017-03-31,6.38,17.37亿,69.73,8.75
600690,2017-06-30,15.47,44.17亿,59.01,33.23
600690,2017-09-30,19.51,56.03亿,41.27,46.4
600690,2017-12-31,23.59,69.08亿,33.68,37.01
600690,2018-03-31,5.99,19.53亿,13.01,12.44
600690,2018-06-30,14.1,47.88亿,14.19,8.4
600690,2018-09-30,17.42,61.61亿,12.77,9.96
600690,2018-12-31,21.0,74.84亿,12.17,8.34
600690,2019-03-31,6.62,21.48亿,10.17,9.98
600690,2019-06-30,12.29,50.58亿,9.38,5.64
600690,2019-09-30,18.17,76.12亿,7.72,23.55
600690,2019-12-31,19.12,82.06亿,9.05,9.66
600690,2020-03-31,2.22,10.70亿,11.09,50.16
600690,2020-06-30,5.68,27.81亿,4.29,45.02
600690,2020-09-30,12.71,63.01亿,2.78,17.23
600690,2020-12-31,17.67,88.83亿,4.46,8.25
600690,2021-03-31,4.38,30.55亿,26.96,185.44
600690,2021-06-30,9.29,68.59亿,16.6,146.65
600690,2021-09-30,13.29,99.49亿,10.07,57.9
600690,2021-12-31,17.29,130.79亿,8.5,47.23
600690,2022-03-31,4.28,35.27亿,10.0,15.44
600690,2022-06-30,9.24,79.60亿,9.07,16.05
600690,2022-09-30,13.15,116.66亿,8.91,17.26
600690,2022-12-31,16.81,147.12亿,7.22,12.49
600690,2023-03-31,4.17,39.72亿,8.02,12.62
600690,2023-06-30,9.16,89.63亿,8.21,12.6
600690,2023-09-30,13.32,131.47亿,7.5,12.69
600690,2023-12-31,16.85,165.97亿,7.33,12.81
600690,2024-03-31,4.53,47.67亿,6.01,20.02
600690,2024-06-30,9.67,104.10亿,3.03,16.14
600690,2024-09-30,14.14,151.48亿,2.17,15.22
600690,2024-12-31,17.7,187.41亿,4.29,12.92
600690,2025-03-31,4.77,54.87亿,10.06,15.09
600690,2025-06-30,10.34,120.33亿,10.22,15.59
600690,2025-09-30,14.97,173.73亿,9.98,14.68
300015,2007-12-31,28.84,3897.95万,64.71,167.14
300015,2008-12-31,29.8,6136.66万,39.45,57.43
300015,2009-09-30,0.0,7228.75万,36.4,47.1
300015,2009-12-31,21.52,9248.94万,38.11,50.72
300015,2010-06-30,4.29,5230.44万,38.93,21.98
300015,2010-12-31,9.74,1.20亿,42.61,30.08
300015,2011-03-31,2.82,3642.06万,48.56,38.46
300015,2011-06-30,6.23,7983.29万,57.63,52.63
300015,2011-09-30,10.39,1.34亿,53.57,52.65
300015,2011-12-31,13.2,1.72亿,51.54,42.9
300015,2012-03-31,3.42,4759.09万,36.05,30.67
300015,2012-06-30,6.52,9158.90万,27.25,14.73
300015,2012-09-30,10.45,1.48亿,26.14,10.21
300015,2012-12-31,12.8,1.83亿,25.14,6.18
300015,2013-03-31,3.14,4872.39万,16.59,2.38
300015,2013-06-30,6.42,1.02亿,21.35,11.32
300015,2013-09-30,11.19,1.82亿,23.63,22.93
300015,2013-12-31,14.02,2.23亿,21.03,22.43
300015,2014-03-31,3.83,6558.15万,25.64,34.6
300015,2014-06-30,7.95,1.44亿,23.85,41.32
300015,2014-09-30,14.57,2.55亿,21.94,40.03
300015,2014-12-31,16.91,3.09亿,21.01,38.34
300015,2015-03-31,4.15,8775.34万,25.54,33.81
300015,2015-06-30,9.56,2.02亿,30.27,40.24
300015,2015-09-30,16.35,3.58亿,32.83,40.59
300015,2015-12-31,19.66,4.28亿,31.79,38.44
300015,2016-03-31,4.79,1.19亿,40.36,35.2
300015,2016-06-30,10.68,2.73亿,32.02,34.98
300015,2016-09-30,18.71,4.68亿,26.25,30.71
300015,2016-12-31,21.84,5.57亿,26.37,30.12
300015,2017-03-31,5.7,1.56亿,30.86,31.17
300015,2017-06-30,12.19,3.62亿,34.92,32.73
300015,2017-09-30,20.87,6.33亿,42.16,35.06
300015,2017-12-31,21.74,7.43亿,49.06,33.31
300015,2018-03-31,4.07,2.17亿,45.86,39.16
300015,2018-06-30,9.3,5.09亿,45.94,40.61
300015,2018-09-30,16.53,8.95亿,39.75,41.43
300015,2018-12-31,18.55,10.09亿,34.31,35.88
300015,2019-03-31,5.11,2.99亿,28.5,37.84
300015,2019-06-30,11.66,6.95亿,25.64,36.53
300015,2019-09-30,20.14,12.31亿,26.25,37.55
300015,2019-12-31,22.51,13.79亿,24.74,36.67
300015,2020-03-31,1.19,7936.34万,26.86,73.41
300015,2020-06-30,9.84,6.76亿,12.32,2.72
300015,2020-09-30,21.85,15.46亿,10.78,25.6
300015,2020-12-31,21.48,17.24亿,19.24,25.01
300015,2021-06-30,10.67,11.16亿,76.47,65.03
300015,2021-09-30,18.87,20.03亿,35.38,29.59
300015,2021-12-31,20.58,23.23亿,25.93,34.78
300015,2022-03-31,5.27,6.11亿,18.72,26.15
300015,2022-06-30,10.88,12.91亿,10.34,15.73
300015,2022-09-30,19.47,23.57亿,12.55,17.65
300015,2022-12-31,19.16,25.24亿,7.39,8.65
300015,2023-03-31,4.57,7.81亿,20.44,27.92
300015,2023-06-30,9.81,17.12亿,26.45,32.61
300015,2023-09-30,17.84,31.81亿,22.95,34.97
300015,2023-12-31,18.88,33.59亿,26.43,33.07
300015,2024-03-31,4.67,8.99亿,3.5,15.16
300015,2024-06-30,10.47,20.50亿,2.86,19.71
300015,2024-09-30,17.37,34.52亿,1.58,8.5
300015,2024-12-31,17.89,35.56亿,3.02,5.87
300015,2025-03-31,4.93,10.50亿,15.97,16.71
300015,2025-06-30,9.46,20.51亿,9.12,0.05
300015,2025-09-30,14.32,31.15亿,7.25,9.76
688047,2020-12-31,7.1,7179.85万,122.87,62.82
688047,2021-12-31,18.8,2.37亿,10.99,229.82
688047,2022-03-31,2.58,3642.25万,37.08,41.74
688047,2022-06-30,6.15,8876.33万,38.24,1.55
688047,2022-09-30,3.25,7304.80万,37.55,38.6
688047,2022-12-31,1.96,5175.20万,38.51,78.15
688047,2023-03-31,1.67,-7217.92万,34.93,298.17
688047,2023-06-30,2.7,-1.04亿,11.43,216.92
688047,2023-09-30,5.45,-2.07亿,18.49,383.24
688047,2024-03-31,2.13,-7480.85万,1.62,3.64
688047,2024-06-30,6.94,-2.38亿,28.68,129.44
688047,2024-09-30,10.14,-3.43亿,21.94,65.67
688047,2024-12-31,19.29,-6.25亿,0.28,89.82
688047,2025-03-31,5.28,-1.51亿,4.13,102.22
688047,2025-06-30,10.53,-2.94亿,10.9,23.66
688047,2025-09-30,14.34,-3.94亿,13.94,14.89
600438,2001-12-31,35.01,5133.08万,43.61,102.7
600438,2002-12-31,26.79,5331.90万,170.71,3.87
