股票代码,报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
000792,2015-06-30,3.61亿,-15.95%,3.41亿,-20.01%,43.17亿,2.69%,0.2270,11.23,3.72,5.35,-0.45,7.90%,48.45%,2.02%,2.02%,249.69,0.76,235.45,14.24,0.71,0.36,0.36,3.04,73.63%
000792,2015-09-30,5.42亿,-16.92%,4.72亿,-26.95%,76.85亿,16.26%,0.3410,11.38,3.72,5.47,0.02,7.32%,51.29%,3.03%,3.00%,206.87,1.39,194.59,12.28,0.65,0.32,0.32,3.16,74.35%
000792,2015-12-31,5.59亿,-57.08%,1.47亿,-88.74%,108.82亿,3.89%,0.3514,12.34,5.65,4.62,0.41,5.00%,52.29%,3.13%,2.44%,203.43,1.88,191.38,12.05,0.84,0.52,0.52,2.45,69.67%
000792,2016-03-31,1.44亿,978.48%,-1.08亿,-1733.01%,22.00亿,31.30%,0.0774,12.43,5.65,4.70,-0.20,5.51%,46.75%,0.62%,0.62%,241.15,0.43,209.64,31.51,0.83,0.50,0.50,2.43,69.53%
000792,2016-06-30,3.29亿,-8.76%,1.33亿,-60.93%,52.73亿,22.15%,0.1773,12.43,5.60,4.77,0.30,6.89%,50.82%,1.43%,1.34%,208.65,0.95,189.81,18.84,0.77,0.45,0.45,2.21,67.09%
000792,2016-09-30,2.60亿,-52.01%,4103.12万,-91.32%,72.88亿,-5.17%,0.1401,12.39,5.60,4.73,0.07,4.39%,45.49%,1.11%,1.06%,217.53,1.36,198.72,18.81,0.75,0.40,0.40,2.22,67.25%
000792,2016-12-31,3.41亿,-38.95%,-1.24亿,-184.59%,103.64亿,-4.76%,0.1225,12.41,5.60,4.70,1.09,2.02%,42.68%,1.44%,1.39%,204.30,1.90,189.66,14.63,0.69,0.37,0.37,2.31,68.21%
000792,2017-03-31,-2.65亿,-284.20%,-2.71亿,-150.18%,21.15亿,-3.87%,-0.1425,12.26,5.60,4.56,-0.26,-16.32%,3.92%,-1.10%,-1.09%,201.23,0.51,178.04,23.19,0.65,0.35,0.35,2.37,68.73%
000792,2017-06-30,-5.23亿,-258.64%,-5.55亿,-516.26%,50.65亿,-3.94%,-0.1875,8.04,3.40,2.91,0.14,-10.28%,30.08%,-2.16%,-2.19%,180.73,1.10,164.05,16.68,0.62,0.34,0.34,2.42,68.96%
000792,2017-09-30,-8.59亿,-430.16%,-8.90亿,-2267.88%,76.49亿,4.96%,-0.3084,7.92,3.40,2.79,0.12,-9.60%,34.27%,-3.57%,-3.65%,189.16,1.55,174.06,15.10,0.63,0.32,0.32,2.45,69.11%
000792,2017-12-31,-41.59亿,-1318.77%,-42.79亿,-3343.80%,116.99亿,12.88%,-1.4929,6.73,3.40,1.57,0.55,-36.65%,33.52%,-17.34%,-20.55%,165.77,2.32,154.88,10.89,0.59,0.32,0.32,2.97,73.02%
000792,2018-03-31,-2.74亿,-3.35%,-2.80亿,-3.24%,27.01亿,27.71%,-0.0982,6.63,3.40,1.47,0.58,-8.65%,25.02%,-1.36%,-1.37%,160.50,0.62,145.00,15.50,0.50,0.22,0.24,2.91,72.52%
000792,2018-06-30,-11.79亿,-125.67%,-12.00亿,-116.32%,78.37亿,54.71%,-0.4232,6.27,3.40,1.12,0.92,-14.41%,25.70%,-6.02%,-6.22%,108.54,1.79,100.68,7.86,0.46,0.22,0.22,3.08,73.53%
000792,2018-09-30,-12.13亿,-41.21%,-29.05亿,-226.60%,126.29亿,65.10%,-0.4355,6.25,3.40,1.10,1.84,-8.99%,27.98%,-6.20%,-6.42%,105.18,2.84,94.96,10.22,0.47,0.23,0.23,3.03,72.96%
000792,2018-12-31,-34.47亿,17.13%,-37.07亿,13.37%,178.90亿,52.91%,-1.2371,5.47,3.40,0.30,2.57,-20.13%,26.18%,-17.27%,-20.62%,94.57,4.17,86.34,8.22,0.36,0.15,0.15,3.36,74.95%
000792,2019-03-31,-2.65亿,3.20%,-3.07亿,-9.79%,41.53亿,53.75%,-0.0951,5.37,3.40,0.21,0.39,-6.71%,32.50%,-1.60%,-1.61%,114.73,0.88,102.85,11.89,0.36,0.11,0.11,3.35,74.83%
000792,2019-06-30,-4.24亿,64.07%,-4.80亿,60.00%,99.31亿,26.72%,-0.1521,5.28,3.40,0.14,0.83,-4.18%,26.94%,-2.57%,-2.62%,87.19,2.33,77.39,9.80,0.32,0.09,0.09,3.40,75.11%
000792,2019-09-30,-5.04亿,58.49%,-5.75亿,80.22%,154.78亿,22.55%,-0.1808,5.25,3.40,0.09,0.66,-3.32%,26.60%,-3.06%,-3.13%,84.68,3.63,74.36,10.32,0.31,0.09,0.09,3.39,75.02%
000792,2019-12-31,-458.60亿,-1230.58%,-13.22亿,64.33%,178.49亿,-0.23%,-16.4603,-10.95,3.40,-16.18,1.00,-261.43%,26.47%,False,False,82.92,4.98,72.32,10.60,0.31,0.22,0.17,False,229.01%
000792,2020-03-31,7.78亿,393.79%,7.69亿,350.23%,37.24亿,-10.32%,0.1432,-2.03,4.92,-8.15,0.04,21.95%,38.37%,False,False,103.02,1.02,87.93,15.09,0.51,0.36,0.27,False,140.87%
000792,2020-06-30,13.82亿,426.26%,14.46亿,401.27%,96.28亿,-3.05%,0.3364,-1.56,5.23,-8.04,-0.29,14.90%,29.84%,False,False,70.29,3.17,56.86,13.42,1.16,0.77,0.55,False,134.42%
000792,2020-09-30,21.18亿,520.51%,21.18亿,468.48%,160.18亿,3.49%,0.5154,0.70,7.20,-7.91,-0.0079,13.53%,28.42%,-13.59%,55.62%,60.73,5.82,46.41,14.32,1.37,1.00,0.72,4.62,77.65%
000792,2020-12-31,20.40亿,104.45%,21.49亿,262.50%,140.16亿,-21.47%,0.4886,0.76,7.29,-7.92,-0.08,14.34%,41.36%,False,49.51%,97.83,4.58,78.54,19.28,1.40,1.04,0.71,3.60,73.82%
000792,2021-03-31,7.93亿,1.96%,7.85亿,2.03%,30.17亿,-19.00%,0.1460,0.91,7.29,-7.77,0.28,28.68%,48.39%,17.54%,16.12%,105.01,1.16,77.79,27.22,1.62,1.26,1.01,3.03,69.79%
000792,2021-06-30,21.14亿,52.97%,21.02亿,45.32%,61.62亿,-36.00%,0.3868,1.15,7.29,-7.53,0.50,37.32%,58.12%,40.50%,33.81%,118.80,1.96,91.75,27.05,2.01,1.63,1.27,2.32,64.72%
000792,2021-09-30,37.15亿,75.41%,39.31亿,85.64%,107.99亿,-32.58%,0.6839,1.59,7.42,-7.24,0.82,38.28%,61.96%,61.19%,43.04%,112.41,3.00,90.11,22.30,2.40,2.02,1.53,1.77,59.28%
000792,2021-12-31,44.78亿,119.58%,44.82亿,108.57%,147.78亿,5.44%,0.8505,1.72,7.41,-7.10,0.88,35.33%,59.59%,66.84%,47.97%,98.31,4.70,76.57,21.74,2.11,1.86,1.85,1.46,53.89%
000792,2022-03-31,34.97亿,340.93%,34.80亿,343.33%,76.17亿,152.50%,0.6628,2.37,7.43,-6.45,0.83,56.88%,75.40%,31.48%,27.12%,65.21,1.59,56.75,8.46,2.52,2.28,2.26,1.17,49.07%
000792,2022-06-30,91.57亿,333.05%,91.18亿,333.88%,172.96亿,180.81%,1.7336,3.41,7.42,-5.40,1.57,65.14%,77.93%,65.74%,49.39%,58.94,3.57,50.43,8.51,3.45,3.26,3.25,0.80,39.88%
000792,2022-09-30,120.82亿,225.19%,120.30亿,206.03%,235.42亿,118.01%,2.2570,4.06,7.52,-4.87,2.07,65.64%,80.10%,76.97%,54.77%,86.53,3.51,76.94,9.59,3.71,3.45,3.44,0.72,37.01%
000792,2022-12-31,155.68亿,247.63%,153.20亿,241.85%,307.39亿,108.06%,2.9318,4.64,7.50,-4.22,3.22,64.00%,79.10%,89.46%,61.79%,91.92,4.34,82.92,9.00,3.44,3.18,2.97,0.54,32.17%
000792,2023-03-31,22.25亿,-36.37%,22.10亿,-36.48%,47.07亿,-38.21%,0.4231,4.94,7.49,-3.81,0.24,52.15%,72.15%,8.58%,8.29%,145.23,0.67,133.49,11.74,4.21,3.80,3.78,0.45,28.55%
000792,2023-06-30,50.98亿,-44.33%,50.45亿,-44.67%,99.56亿,-42.44%,0.9580,5.38,7.49,-3.29,1.31,60.70%,73.69%,18.67%,17.44%,136.76,1.44,125.27,11.49,4.48,4.13,4.12,0.42,26.90%
000792,2023-09-30,56.00亿,-53.65%,55.05亿,-54.24%,157.90亿,-32.93%,1.0530,5.46,7.50,-3.19,1.44,44.61%,57.13%,20.47%,18.87%,75.89,4.18,64.58,11.30,4.15,3.91,3.90,0.53,31.53%
000792,2023-12-31,79.14亿,-49.17%,87.24亿,-43.06%,215.79亿,-29.80%,1.4881,5.87,7.50,-2.77,2.23,43.40%,56.05%,27.91%,24.80%,63.89,6.33,56.90,6.99,3.23,3.04,3.02,0.37,25.25%
000792,2024-03-31,9.34亿,-58.03%,8.75亿,-60.42%,27.24亿,-42.12%,0.1765,6.04,7.50,-2.60,0.25,38.50%,48.70%,2.89%,2.85%,88.19,1.08,83.14,5.05,3.43,3.20,3.18,0.34,24.05%
000792,2024-06-30,22.12亿,-56.60%,21.59亿,-57.21%,72.37亿,-27.31%,0.4181,6.28,7.50,-2.37,0.64,32.61%,53.70%,6.70%,6.48%,69.21,2.81,64.09,5.13,3.03,2.82,2.81,0.35,24.24%
000792,2024-09-30,31.41亿,-43.91%,30.70亿,-44.22%,104.49亿,-33.83%,0.5936,6.45,7.50,-2.19,0.74,32.51%,54.46%,9.38%,8.96%,77.89,3.67,73.57,4.33,3.56,2.37,2.35,0.33,23.28%
000792,2024-12-31,46.63亿,-41.07%,44.01亿,-49.56%,151.34亿,-29.86%,0.8812,6.73,7.51,-1.91,1.44,32.47%,51.86%,13.62%,12.75%,58.85,6.57,54.78,4.07,7.33,5.36,5.35,0.17,13.52%
000792,2025-03-31,11.45亿,22.52%,11.44亿,30.78%,31.19亿,14.50%,0.2163,7.13,7.43,-1.75,0.27,40.41%,53.44%,3.26%,3.04%,66.55,1.46,61.46,5.09,8.21,5.24,5.22,0.16,12.67%
000792,2025-06-30,25.15亿,13.69%,25.09亿,16.24%,67.81亿,-6.30%,0.4753,7.38,7.43,-1.49,1.16,39.96%,57.21%,7.12%,6.44%,67.30,2.87,62.63,4.67,7.74,4.94,4.92,0.17,13.79%
000792,2025-09-30,45.03亿,43.34%,44.94亿,46.37%,111.11亿,6.34%,0.8509,7.76,7.43,-1.11,1.67,43.53%,59.18%,12.46%,10.97%,68.03,4.26,63.37,4.65,8.22,5.35,5.34,0.17,13.97%
600845,1991-12-31,3608.30万,False,False,False,4.18亿,False,False,False,False,False,False,8.62%,1.34%,False,False,False,False,False,False,1.19,1.19,0.0000,2.52,72.65%
600845,1992-12-31,3841.10万,6.45%,False,False,6.27亿,49.85%,False,False,False,False,False,6.13%,15.68%,False,34.92%,False,False,False,False,1.73,1.73,0.0000,1.47,59.59%
600845,1993-12-31,5302.70万,38.05%,False,False,8.76亿,39.67%,False,1.93,0.72,False,False,6.48%,21.49%,False,15.92%,222.87,2.59,138.82,84.05,1.58,0.75,0.77,1.46,58.33%
600845,1994-06-30,2918.40万,False,False,False,3.63亿,False,0.1471,2.57,1.20,0.12,False,8.55%,False,False,4.77%,False,False,False,False,1.97,1.97,0.0000,0.96,48.31%
600845,1994-12-31,1911.80万,-63.95%,False,False,5.82亿,-33.55%,False,2.59,1.51,0.06,False,3.29%,False,False,4.08%,False,False,False,False,2.06,1.65,0.45,0.86,46.10%
600845,1995-06-30,49.79万,-98.29%,False,False,2.22亿,-38.89%,0.0020,2.32,1.28,0.03,False,0.22%,False,False,0.08%,False,False,False,False,2.23,2.23,0.0000,0.72,41.70%
600845,1995-12-31,-904.31万,-147.30%,False,False,5.12亿,-12.01%,False,2.27,1.26,-0.02,False,-1.73%,9.91%,False,-0.02%,358.54,2.65,135.77,222.77,1.97,1.31,1.31,0.59,36.92%
600845,1996-06-30,236.58万,375.16%,False,False,3.15亿,42.22%,False,2.26,1.28,-0.04,False,0.63%,False,False,0.40%,False,False,False,False,1.65,1.65,0.0000,0.78,43.37%
600845,1996-12-31,542.47万,159.99%,False,False,5.29亿,3.41%,False,2.29,1.27,0.0033,False,1.04%,14.49%,False,0.90%,355.14,2.92,123.27,231.87,1.68,1.21,1.22,0.69,40.67%
600845,1997-06-30,286.70万,21.18%,False,False,2.33亿,-26.08%,False,2.30,1.27,0.0100,False,1.23%,False,False,0.47%,False,False,False,False,1.63,1.63,0.0000,0.71,41.65%
600845,1997-12-31,538.17万,-0.79%,False,False,4.55亿,-14.01%,False,2.32,1.27,0.02,False,1.18%,15.81%,False,0.89%,418.64,2.68,134.28,284.36,2.04,1.53,1.54,0.63,38.45%
600845,1998-06-30,177.89万,-37.95%,False,False,1.73亿,-25.98%,False,2.32,1.27,0.04,False,0.95%,14.69%,False,0.29%,572.40,0.95,189.99,382.41,1.84,1.34,1.35,0.73,42.26%
600845,1998-12-31,-7606.93万,-1513.47%,False,False,2.95亿,-35.13%,-0.2860,1.96,1.27,-0.34,0.05,-25.53%,9.43%,-13.62%,-14.61%,622.29,1.77,203.19,419.09,1.58,1.12,1.11,0.84,45.54%
600845,1999-06-30,-2758.45万,-1650.64%,False,False,1.35亿,-21.79%,False,1.85,1.27,-0.43,False,-20.48%,6.50%,False,-5.68%,220.35,0.82,220.35,False,1.56,1.15,1.16,0.85,45.66%
600845,1999-12-31,-1.83亿,-140.35%,-1.83亿,False,2.14亿,-27.56%,False,1.26,1.27,-1.04,0.07,-86.08%,3.37%,-43.42%,-55.53%,275.38,1.31,275.38,False,1.07,0.68,0.69,1.26,55.77%
600845,2000-06-30,-3121.55万,-13.16%,-3643.90万,False,1.14亿,-15.43%,False,1.14,1.27,-1.16,0.10,-27.42%,-0.78%,False,-10.47%,218.90,0.82,218.90,False,1.01,0.67,0.67,1.39,58.09%
600845,2000-12-31,-1.26亿,31.30%,-9926.83万,45.70%,2.31亿,8.10%,-0.4400,0.81,1.27,-1.48,0.12,-50.35%,-0.67%,-42.83%,-54.48%,191.78,1.88,191.78,False,0.88,0.44,0.46,2.02,66.76%
600845,2001-06-30,1332.39万,142.68%,1321.07万,136.25%,1.65亿,44.44%,0.0500,0.90,0.04,-0.15,-0.10,7.93%,25.23%,5.92%,5.63%,154.18,2.27,79.38,74.80,3.41,2.75,4.31,0.19,15.93%
600845,2001-09-30,2717.51万,False,2634.59万,False,2.60亿,False,False,0.96,0.04,-0.10,False,10.32%,27.18%,False,10.85%,163.16,3.46,78.10,85.05,2.81,2.32,3.60,0.27,21.07%
600845,2001-12-31,3918.06万,131.20%,3773.72万,138.02%,3.97亿,71.41%,0.1470,1.00,0.08,-0.09,0.08,9.70%,27.18%,17.27%,14.66%,131.29,5.01,71.80,59.49,3.59,3.10,4.40,0.22,17.89%
600845,2002-03-31,818.22万,False,False,False,8246.55万,False,False,1.00,0.08,-0.06,False,9.97%,24.02%,False,3.12%,105.34,3.00,30.00,75.35,3.25,2.70,3.81,0.26,20.23%
600845,2002-06-30,2651.67万,99.02%,2285.04万,72.97%,2.50亿,51.45%,False,1.10,0.08,0.0098,-0.10,10.71%,23.82%,False,9.16%,95.13,6.96,25.87,69.26,2.64,2.18,3.54,0.37,26.18%
600845,2002-09-30,4368.10万,60.74%,3899.56万,48.01%,4.27亿,64.07%,False,1.17,0.08,0.08,False,10.27%,23.46%,False,14.25%,96.95,11.47,23.54,73.42,2.46,1.98,3.35,0.42,29.00%
600845,2002-12-31,5273.70万,34.60%,4858.92万,28.76%,6.40亿,60.99%,0.2011,1.16,0.08,0.04,-0.04,8.04%,24.68%,18.19%,17.38%,70.90,20.73,17.37,53.53,2.40,1.98,3.28,0.43,29.25%
600845,2003-03-31,925.80万,13.15%,False,False,1.50亿,81.34%,False,1.19,0.08,0.08,-0.04,6.53%,24.12%,False,2.96%,118.32,2.72,33.13,85.19,2.07,1.52,2.62,0.56,34.56%
600845,2003-06-30,2566.10万,-3.23%,2547.59万,11.49%,3.93亿,57.26%,0.1000,1.26,0.08,0.14,0.0100,7.05%,20.71%,8.11%,7.78%,100.55,5.94,30.29,70.26,1.92,1.38,2.32,0.64,37.98%
600845,2003-09-30,4340.39万,-0.63%,4335.70万,11.18%,6.33亿,48.18%,False,1.32,0.08,0.21,-0.0063,7.26%,20.93%,False,12.52%,98.80,7.98,33.83,64.96,2.10,1.39,2.42,0.56,34.87%
600845,2003-12-31,5392.92万,2.26%,5368.89万,10.50%,9.65亿,50.81%,0.2060,1.36,0.08,0.20,0.28,6.10%,22.68%,16.00%,15.07%,85.41,13.93,25.84,59.56,2.05,1.55,2.52,0.64,37.76%
600845,2004-03-31,786.19万,-15.08%,798.64万,False,1.76亿,17.80%,False,1.39,0.08,0.23,-0.10,4.71%,21.27%,False,2.15%,161.90,1.46,61.66,100.25,2.09,1.43,2.41,0.63,37.32%
600845,2004-06-30,2774.67万,8.13%,2719.91万,6.76%,5.22亿,32.91%,0.1060,1.47,0.08,0.31,-0.0085,5.38%,18.69%,7.47%,7.20%,117.54,4.69,38.38,79.16,1.92,1.44,2.46,0.75,41.58%
600845,2004-09-30,4229.92万,-2.55%,4229.27万,-2.45%,7.80亿,23.26%,False,1.53,0.08,0.36,-0.05,5.71%,19.32%,False,10.58%,122.65,5.62,48.07,74.59,1.99,1.28,2.16,0.71,40.22%
600845,2004-12-31,5414.56万,0.40%,5400.71万,0.59%,13.11亿,35.95%,0.2060,1.57,0.08,0.37,0.27,4.37%,20.86%,14.07%,13.14%,86.51,11.57,31.11,55.41,2.19,1.62,2.51,0.65,37.95%
600845,2005-03-31,1564.66万,99.02%,1573.37万,97.01%,2.66亿,50.75%,False,1.63,0.08,0.43,-0.11,5.94%,23.01%,False,3.66%,127.94,1.88,47.84,80.10,2.06,1.49,2.45,0.74,41.05%
600845,2005-06-30,2922.43万,5.33%,2909.99万,6.99%,6.11亿,17.13%,0.1110,1.68,0.08,0.46,0.05,4.84%,23.99%,6.63%,6.63%,123.35,4.45,40.41,82.94,1.84,1.44,2.41,0.92,46.64%
600845,2005-09-30,4934.15万,16.65%,4839.30万,14.42%,9.48亿,21.48%,False,1.56,0.08,0.33,0.11,5.40%,22.86%,False,12.08%,116.65,6.71,40.25,76.40,1.71,1.32,2.11,1.07,50.25%
600845,2005-12-31,6518.61万,20.39%,6183.42万,14.49%,13.37亿,1.93%,0.2490,1.63,0.09,0.36,0.21,4.99%,22.97%,15.55%,15.29%,113.41,8.69,41.41,72.01,1.79,1.35,2.26,1.00,48.73%
600845,2006-03-31,2068.69万,32.21%,2017.64万,28.24%,3.30亿,24.13%,0.0790,1.70,0.09,0.44,0.0092,6.65%,22.98%,False,4.51%,141.74,1.82,49.34,92.40,1.90,1.43,2.38,0.92,46.77%
600845,2006-06-30,4352.23万,48.93%,4012.72万,37.89%,6.74亿,10.29%,0.1660,1.80,0.11,0.52,0.08,6.64%,24.68%,8.68%,8.68%,142.74,3.57,50.39,92.35,1.84,1.39,2.28,0.96,47.53%
600845,2006-09-30,6573.51万,33.22%,6171.15万,27.52%,10.30亿,8.74%,0.2510,1.88,0.11,0.60,-0.05,6.50%,24.54%,False,12.71%,150.10,5.22,51.69,98.41,1.84,1.37,2.31,0.98,48.12%
600845,2006-12-31,8751.40万,34.25%,7340.68万,18.72%,15.27亿,14.24%,0.3340,1.97,0.09,0.70,0.14,5.86%,24.34%,18.30%,16.69%,140.23,7.09,50.78,89.45,1.80,1.34,1.34,1.02,49.17%
600845,2007-03-31,2481.77万,19.97%,2450.85万,21.47%,3.63亿,10.07%,0.0950,2.09,0.11,0.78,-0.12,7.26%,23.37%,False,4.52%,174.71,1.41,63.86,110.85,1.82,1.32,1.32,1.00,48.69%
600845,2007-06-30,5838.71万,34.15%,5219.60万,30.08%,8.48亿,25.79%,0.2230,2.22,0.11,0.90,0.17,7.26%,24.98%,10.55%,10.02%,157.00,3.23,55.73,101.27,1.71,1.28,1.28,1.17,52.45%
600845,2007-09-30,9315.71万,41.72%,8429.66万,36.60%,13.60亿,32.01%,0.3550,2.36,0.11,1.03,0.24,7.19%,23.09%,False,15.09%,149.77,5.46,49.42,100.35,1.72,1.32,1.32,1.13,52.09%
600845,2007-12-31,1.37亿,56.43%,1.24亿,68.60%,18.29亿,19.74%,0.5220,2.51,0.10,1.17,0.45,7.76%,24.39%,23.21%,20.79%,144.43,6.97,51.65,92.78,1.76,1.27,1.27,1.09,51.28%
600845,2008-03-31,4089.39万,64.78%,4023.95万,64.19%,4.80亿,32.38%,0.1560,2.67,0.10,1.33,0.19,8.72%,24.31%,False,5.85%,155.10,1.56,57.80,97.30,1.69,1.19,1.19,1.21,53.96%
600845,2008-06-30,1.20亿,106.01%,1.16亿,121.73%,11.11亿,30.99%,0.4590,2.82,0.10,1.48,0.27,11.16%,26.30%,17.21%,16.27%,149.00,3.42,52.59,96.40,1.68,1.22,1.22,1.25,54.60%
600845,2008-09-30,1.61亿,73.32%,1.56亿,84.78%,16.74亿,23.06%,0.6160,2.98,0.10,1.64,0.34,10.06%,26.24%,0.0000%,20.69%,150.82,4.72,57.18,93.65,1.73,1.24,1.24,1.18,53.22%
600845,2008-12-31,1.81亿,32.42%,1.70亿,37.11%,21.47亿,17.40%,0.6910,3.05,0.10,1.65,0.22,8.86%,26.57%,25.08%,22.63%,170.22,5.23,68.83,101.38,1.71,1.19,1.19,1.21,53.69%
600845,2009-03-31,5714.02万,39.73%,4919.68万,22.26%,6.07亿,26.31%,0.2180,3.27,0.10,1.87,0.42,9.55%,23.16%,0.0000%,6.66%,182.37,1.26,71.16,111.21,1.67,1.24,1.24,1.29,55.39%
600845,2009-06-30,1.25亿,3.57%,1.14亿,-1.75%,11.96亿,7.64%,0.4750,3.33,0.10,1.93,0.60,10.57%,26.05%,14.43%,14.27%,185.70,2.62,68.69,117.01,1.68,1.31,1.31,1.28,55.21%
600845,2009-09-30,1.70亿,5.40%,1.55亿,-0.40%,17.14亿,2.42%,0.6490,3.50,0.10,2.10,0.81,10.05%,26.03%,0.0000%,18.52%,203.11,3.43,78.64,124.46,1.73,1.34,1.34,1.21,53.85%
600845,2009-12-31,2.02亿,11.29%,1.73亿,2.00%,22.73亿,5.89%,0.7690,3.62,0.10,2.15,1.01,8.96%,25.92%,23.27%,21.23%,193.00,4.74,76.00,116.99,1.84,1.44,1.44,1.08,51.06%
600845,2010-03-31,5981.89万,4.69%,5771.15万,17.31%,6.85亿,12.93%,0.2280,3.85,0.10,2.38,0.0050,8.72%,24.02%,6.10%,5.92%,160.62,1.78,50.68,109.94,1.84,1.48,1.48,1.08,51.21%
600845,2010-06-30,1.18亿,-5.50%,1.12亿,-1.19%,12.28亿,2.69%,0.3450,3.77,0.10,2.30,0.16,9.64%,26.71%,11.98%,11.90%,185.05,2.73,65.82,119.23,1.87,1.46,1.46,1.06,50.57%
600845,2010-09-30,1.70亿,-0.32%,1.59亿,2.63%,18.77亿,9.47%,0.4980,3.97,0.10,2.50,0.27,9.10%,26.20%,17.11%,16.29%,182.48,4.52,59.79,122.69,1.90,1.52,1.52,1.05,50.11%
600845,2010-12-31,2.26亿,11.87%,1.95亿,12.39%,25.81亿,13.56%,0.6600,4.19,0.10,2.63,0.32,8.84%,26.15%,22.33%,20.56%,193.56,5.67,63.46,130.10,1.75,1.34,1.34,1.23,54.13%
600845,2011-03-31,6090.67万,1.82%,5742.91万,-0.49%,7.32亿,6.82%,0.1790,4.42,0.10,2.86,-0.71,8.40%,23.33%,5.40%,5.26%,209.22,1.39,64.64,144.58,1.79,1.28,1.28,1.19,53.35%
600845,2011-06-30,1.24亿,4.96%,1.12亿,0.03%,14.44亿,17.57%,0.3620,3.35,0.07,1.92,-0.24,8.63%,24.31%,10.90%,10.82%,208.58,2.78,64.78,143.80,1.72,1.26,1.26,1.27,54.90%
600845,2011-09-30,1.80亿,5.83%,1.64亿,3.11%,22.06亿,17.54%,0.5270,3.52,0.07,2.09,-0.53,8.20%,23.80%,15.70%,14.98%,212.11,4.09,65.96,146.14,1.73,1.26,1.26,1.26,54.74%
600845,2011-12-31,2.46亿,8.81%,2.04亿,5.01%,31.45亿,21.85%,0.7200,3.71,0.07,2.21,0.15,7.88%,24.45%,21.03%,19.42%,196.87,5.46,65.94,130.93,1.78,1.31,1.31,1.20,53.59%
600845,2012-03-31,6732.68万,10.54%,6392.05万,11.30%,10.40亿,42.11%,0.1970,3.91,0.07,2.41,-0.33,6.34%,16.24%,5.19%,5.06%,164.60,1.76,51.21,113.39,1.81,1.37,1.37,1.16,52.76%
600845,2012-06-30,1.33亿,7.47%,1.27亿,13.24%,17.59亿,21.83%,0.3900,3.95,0.07,2.45,-0.58,7.63%,20.67%,10.11%,9.87%,203.41,2.72,66.17,137.24,1.89,1.44,1.44,1.09,51.22%
600845,2012-09-30,1.94亿,8.04%,1.73亿,5.10%,26.49亿,20.10%,0.5690,4.13,0.07,2.63,-0.33,7.37%,20.05%,14.55%,13.78%,211.04,3.98,67.85,143.19,1.82,1.35,1.35,1.18,53.36%
600845,2012-12-31,2.60亿,5.92%,2.23亿,9.32%,36.43亿,15.67%,0.7630,4.32,0.07,2.75,0.17,7.25%,20.49%,19.18%,17.71%,192.21,5.99,60.09,132.12,1.79,1.39,1.39,1.15,52.80%
600845,2013-03-31,6638.06万,-1.41%,6497.12万,1.64%,8.42亿,-19.00%,0.1950,4.52,0.07,2.95,-0.39,7.89%,21.72%,4.41%,4.31%,235.79,1.36,66.01,169.78,1.78,1.39,1.39,1.15,52.77%
600845,2013-06-30,1.41亿,6.28%,1.36亿,6.75%,15.25亿,-13.30%,0.4140,4.50,0.07,2.94,-0.47,9.29%,24.62%,9.30%,9.19%,268.57,2.32,77.57,191.00,1.66,1.26,1.26,1.32,56.25%
600845,2013-09-30,1.93亿,-0.55%,1.86亿,7.52%,22.83亿,-13.82%,0.5660,4.66,0.07,3.09,-0.29,8.53%,24.59%,12.64%,12.15%,270.84,3.47,77.80,193.04,1.68,1.28,1.28,1.25,54.91%
600845,2013-12-31,2.90亿,11.53%,2.58亿,15.52%,35.81亿,-1.69%,0.8510,4.94,0.07,3.36,0.58,8.23%,23.78%,18.50%,17.24%,234.19,5.18,69.47,164.72,1.55,1.20,1.20,1.39,57.23%
600845,2014-03-31,6294.14万,-5.18%,6055.63万,-6.80%,7.54亿,-10.46%,0.1810,6.53,1.74,3.32,-0.34,8.57%,31.68%,3.27%,2.65%,328.84,0.87,103.95,224.89,1.84,1.50,1.50,0.94,47.72%
600845,2014-06-30,1.33亿,-5.55%,1.23亿,-9.48%,16.06亿,5.35%,0.3740,6.49,1.74,3.28,-0.28,8.47%,30.77%,6.22%,5.64%,313.21,1.78,100.95,212.26,1.83,1.44,1.44,0.92,47.09%
600845,2014-09-30,2.06亿,6.69%,1.90亿,2.37%,25.96亿,13.70%,0.5730,6.69,1.74,3.48,0.26,8.01%,28.58%,9.23%,8.45%,304.35,2.67,100.95,203.41,1.69,1.31,1.31,1.09,51.37%
600845,2014-12-31,3.22亿,10.89%,2.84亿,10.10%,40.72亿,13.70%,0.8980,7.00,1.74,3.77,0.63,7.98%,28.00%,14.23%,12.62%,256.25,4.25,84.67,171.58,1.78,1.39,1.39,1.00,49.24%
600845,2015-03-31,6924.55万,10.02%,6225.91万,2.81%,7.95亿,5.41%,0.1900,6.92,1.74,3.69,0.07,8.93%,28.09%,2.68%,2.75%,358.22,0.73,123.78,234.44,1.69,1.30,1.30,1.05,50.41%
